HS Thickness (mm),LS Thickness (mm),Selective Layer Thickness (mm),Total Thickness (mm),HS Conductivity (S/m),LS Conductivity (S/m),CS Conductivity (S/m),AS Conductivity (S/m),CS Fixed Charge (mol m-3),AS Fixed Charge (mol m-3),Combined Parameter B (mol m-3),HS Concentration (mol m-3),LS Concentration (mol m-3),Combined Parameter A (mol m-3),Cation Transference Number,Charge Transfer Resistance (ohms),Current Density (A),,Capacity Retention D1D2,Capacity Retention D1D5,Capacity Retention D2D10,Coulombic Efficiency C1D2,Coulombic Efficiency C5D6,Coulombic Efficiency C9D10,Voltage Efficiency C1D2,Voltage Efficiency C5D6,Voltage Efficiency C9D10,Energy Efficiency C1D2,Energy Efficiency C5D6,Energy Efficiency C9D10,Maximum Potential D1 (V),Discharge Duration D1 (h),Average Power Density D1 (W m-3),Maximum Power Density D1 (W m-3),Energy Density D1 (Wh m-3)
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,750,15,1248.742953,0.32,178.5,5.00E-05,,0.540097378,0.289456199,0.366155316,0.59687586,0.754095968,0.795807583,0.332129535,0.37022151,0.186402817,0.198240102,0.279182548,0.148340775,0.052081686,0.285176851,0.526676428,1.137044962,0.145907427
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,1500,3,4040.358096,0.32,178.5,5.00E-05,,0.303016747,0.204392009,0.602459628,0.558569677,0.965885008,0.977319995,0.338813757,0.27145229,0.238300915,0.189251091,0.262191697,0.232896249,0.141743647,1.5,1.148521908,3.094540749,1.67822772
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,2000,2,5994,0.32,178.5,5.00E-05,,0.357920037,0.290581321,0.765042907,0.731998672,1.084391163,1.062743192,0.335199298,0.286143245,0.228213074,0.245365441,0.310291206,0.24253189,0.177930714,2.544828612,1.22353473,3.884575133,3.098576029
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,4000,15,9667.485398,0.32,178.5,5.00E-05,,0.616014002,0.531845982,0.804637561,1.564692325,1.224781562,1.18773361,0.220973312,0.231852165,0.227891849,0.345755245,0.283968257,0.270674809,0.227333171,15.4,0.962046961,4.963127293,14.65813492
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.29,178.5,5.00E-05,,0.54353597,0.475177946,0.836596119,1.194982383,1.193895071,1.110218332,0.22797453,0.212761572,0.220003495,0.272425548,0.254014992,0.244251914,0.199054689,6.19,1.156235019,4.34575277,7.146386118
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,5.00E-05,,0.545592482,0.475566236,0.835338554,1.200667817,1.190823464,1.111755198,0.229457973,0.21535439,0.218689155,0.275502804,0.256449061,0.243128805,0.199402226,6.18,1.154379977,4.353340192,7.123303097
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.49,178.5,5.00E-05,,0.553186137,0.480928093,0.833115876,1.224654752,1.198036554,1.118914074,0.228339105,0.212518785,0.218415271,0.279636571,0.254605272,0.244387921,0.201228818,6.13,1.144205548,4.393218258,7.002913659
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,0.1,5.00E-05,,0.598688656,0.528334177,0.816677566,1.184809057,1.195996217,0.983503064,0.346928568,0.299856461,0.332310939,0.411044109,0.358627193,0.326828827,0.218104364,10.77,0.997713473,4.761644393,10.7309976
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,1,5.00E-05,,0.609258094,0.529372712,0.80255472,1.39919527,1.199300852,0.983689234,0.311070388,0.298423369,0.335217775,0.435248216,0.357899401,0.329750117,0.218015655,10.74,0.998274449,4.759707709,10.70710818
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,10,5.00E-05,,0.611250493,0.527397074,0.807319125,1.453695992,1.141657607,1.108962402,0.294541836,0.305299816,0.301717898,0.428174287,0.348547857,0.334593805,0.217129397,10.4,1.007715542,4.740358955,10.46607168
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,100,5.00E-05,,0.580625609,0.512688049,0.832825852,1.161982637,1.025119191,1.156041523,0.281576878,0.275271589,0.24355724,0.327187444,0.282186188,0.281562283,0.208292926,7.72,1.09567137,4.547441544,8.446259156
0.9,0.9,0.18,3.06,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.651018292,0.563576861,0.804887598,1.589289312,1.254675059,1.121678651,0.168782164,0.167935048,0.176041669,0.268243689,0.210703916,0.197462181,0.172988156,2.26,4.51379349,22.21570257,10.13208422
0.9,0.9,0.9,4.5,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.417935642,0.371434411,0.856497407,0.860108252,1.115972962,1.132779873,0.19803696,0.180592013,0.169465607,0.170333223,0.201535803,0.191967229,0.177680368,1.04,4.846322354,15.51643837,5.00895541
0.9,0.9,1.2,5.1,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.32602892,0.273187207,0.789288496,0.687472312,1.102128284,0.999263229,0.216179244,0.1733239,0.176332506,0.148617244,0.191025172,0.176202589,0.177452695,1.01,4.501532188,13.67343192,4.521440847
0.9,0.9,1.8,6.3,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.256094637,0.164505068,0.57159978,0.563412779,0.946306733,1.013175749,0.222153384,0.196065978,0.192948622,0.125164055,0.185538555,0.195490865,0.176997367,1.02,3.845592266,11.04056667,3.904206473
0.9,1.2,0.18,3.36,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.637472699,0.569136936,0.84760601,1.284488474,1.087414506,1.17211845,0.193095419,0.182483392,0.167353911,0.24802884,0.198435088,0.196158607,0.166010948,1.57,4.877704489,19.41612502,7.606820571
0.9,1.2,0.9,4.8,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.350055489,0.295317256,0.799853448,0.726817631,1.035239852,1.009644346,0.206700397,0.205685795,0.170734648,0.150233493,0.212934132,0.172381272,0.170695116,1.01,4.575876435,13.97477956,4.595539639
1.8,0.9,0.18,4.86,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.621654793,0.533553287,0.798074194,1.569033585,1.08097801,1.186454361,0.171287589,0.184621754,0.168006242,0.268755979,0.199572056,0.199331739,0.179830317,5.6,2.692824792,14.54091542,15.03202385
1.8,0.9,0.9,6.3,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.529364892,0.475594819,0.847938301,1.151578814,1.226725435,1.117990087,0.196259507,0.168241158,0.17344087,0.22600829,0.206385708,0.193905173,0.180723589,2.74,2.93952676,11.27299726,8.025807918
1.8,0.9,1.8,8.1,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.321123274,0.25561627,0.759126664,0.719816725,1.084658956,1.001962688,0.206825103,0.176135075,0.188518551,0.148876169,0.191046487,0.188888554,0.180040971,2.32,2.696629702,8.734769248,6.238264173
1.8,1.8,0.18,5.76,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.567275264,0.510607006,0.854062279,1.245521491,1.095730788,1.158761012,0.183941088,0.18695002,0.175150792,0.229102578,0.204846892,0.202957909,0.158883207,3.08,2.928097647,10.83978386,8.991946726
1.8,1.8,0.9,7.2,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.373325704,0.324317035,0.824414823,0.845009986,1.151632057,1.035350308,0.193381224,0.177597756,0.189859314,0.163409066,0.204527269,0.196570899,0.159776488,2.38,2.733513719,8.720582281,6.48816091
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.270082569,0.184149139,0.617365574,0.620212107,1.008816981,1.06656735,0.214343674,0.180264723,0.178264906,0.132938542,0.181854114,0.190131528,0.159093875,2.29,2.364791015,6.94666027,5.403231462
3.6,0.9,0.18,8.46,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.613263706,0.522827627,0.797467108,1.629262473,1.246232211,1.125574318,0.165072295,0.169759462,0.174394295,0.268946095,0.21155971,0.19629374,0.179644728,9.68,1.550755847,8.344671083,14.98394319
3.6,0.9,0.9,9.9,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.544001099,0.482309591,0.825745298,1.402986995,1.180332943,1.025251117,0.169774793,0.174216879,0.193097601,0.238191826,0.205633922,0.197973531,0.180538142,6.3,1.628040685,7.1663643,10.2361217
3.6,0.9,1.8,11.7,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.383155695,0.327651515,0.818807988,0.896374706,1.03320485,1.139661975,0.197797116,0.184254783,0.170878533,0.177300331,0.190372935,0.194743767,0.17985549,5.28,1.578604432,6.040918073,8.319778545
3.6,1.8,0.18,9.36,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.575481133,0.508915995,0.831947573,1.466911421,1.209817192,1.193396973,0.171957562,0.175032498,0.174663729,0.252246511,0.211757325,0.208443165,0.158697677,6.83,1.620874962,6.662846821,11.05242811
3.6,1.8,0.9,10.8,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.43582475,0.387581654,0.848925003,1.024553246,1.227246751,1.135514705,0.190094741,0.168284057,0.175990215,0.194762184,0.206526062,0.199839477,0.159590957,5.49,1.591982189,5.806970672,8.72596234
3.6,1.8,1.8,12.6,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.328730134,0.255087366,0.732104608,0.789518427,1.120759102,1.012189768,0.196892475,0.174223347,0.181676513,0.155450237,0.195262402,0.183891107,0.158908344,5.1,1.473297089,4.956113741,7.503003443
5.4,0.9,0.18,12.06,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.6015253,0.519107177,0.810263559,1.586251875,1.268345194,1.14096016,0.167134422,0.165909336,0.171791752,0.265117291,0.210430309,0.196007545,0.179469927,11.94,1.093057349,5.848028597,13.03198185
5.4,0.9,0.9,13.5,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.51957701,0.459909775,0.837737691,1.331212601,1.083344946,1.171771483,0.174224415,0.184749081,0.168512608,0.231929737,0.200146983,0.197458269,0.180363416,9.21,1.114139483,5.250247674,10.24539183
5.4,0.9,1.8,15.3,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.4005096,0.339559093,0.808479948,0.945493118,1.190660324,1.111955934,0.194447407,0.17051886,0.175122741,0.183848685,0.203030041,0.194728771,0.179680744,8.13,1.079756635,4.61503729,8.765508008
5.4,1.8,0.18,12.96,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.540627593,0.482685747,0.848341428,1.255881379,1.272457232,1.15259594,0.184693632,0.170770795,0.17176344,0.231953294,0.217298533,0.197973844,0.158522879,9.69,1.112303382,4.806755778,10.76455322
5.4,1.8,0.9,14.4,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.448916998,0.386995232,0.82571919,1.190551847,1.226365039,1.122630733,0.174064514,0.168701191,0.180292145,0.207232829,0.206889242,0.202401503,0.159416158,8.39,1.086733851,4.350457749,9.106136234
5.4,1.8,1.8,16.2,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.357663215,0.281549058,0.742679137,0.862667615,1.029960775,1.139555803,0.198398045,0.18215076,0.16831254,0.171151568,0.187608138,0.191801531,0.158733544,7.86,1.028174358,3.850514897,8.071878622
1.8,1.8,1.8,9,0.56,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.271411616,0.116636845,0.270086946,0.72499975,0.835483006,0.828275454,0.193119964,0.202387685,0.183613868,0.140011926,0.169091472,0.15208286,0.150485567,6.86,1.878554223,6.570787869,12.87173203
1.8,1.8,1.8,9,1.78,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.232303622,0.119552636,0.391732194,0.590669313,0.870176434,0.962385856,0.22292318,0.20941402,0.205415249,0.131673882,0.182227145,0.19768873,0.152489175,4.22,2.243965618,6.658273223,9.457596536
1.8,1.8,1.8,9,3.16,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.233128834,0.135882008,0.486204584,0.554562175,0.871604827,1.009816768,0.238797936,0.177265368,0.189167288,0.132428303,0.15450535,0.191024299,0.154891629,3.26,2.341144748,6.763173782,7.620678141
1.8,1.8,1.8,9,5.62,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.254541438,0.16126597,0.566585297,0.58989211,0.995937924,1.046629513,0.204567629,0.180832549,0.164973841,0.120672831,0.180097994,0.172666491,0.155614948,2.58,2.382384327,6.794756718,6.135317634
1.8,1.8,1.8,9,8.12,0.03,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.266008077,0.181051262,0.620776675,0.608646319,1.022189545,1.052942873,0.211121664,0.18483487,0.189650159,0.128498423,0.188936271,0.199690784,0.18166885,2.29,2.476587343,7.932371861,5.655441559
1.8,1.8,1.8,9,8.12,0.063,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.266782241,0.183826301,0.629017015,0.601207446,1.013425958,1.061704841,0.20984889,0.173862079,0.183948964,0.126162715,0.176196344,0.195299506,0.195879124,2.28,2.560929863,8.552847967,5.820701264
1.8,1.8,1.8,9,8.12,0.1,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.266077073,0.185367436,0.631047004,0.598666952,0.994858664,1.062512565,0.212993222,0.19190805,0.181604607,0.127512003,0.190921386,0.192957177,0.203661057,2.28,2.590220064,8.892637567,5.886085963
1.8,1.8,1.8,9,8.12,0.12,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.265743313,0.18362277,0.624021457,0.59746733,1.022029113,1.057861639,0.220400712,0.182470209,0.178603175,0.131682225,0.186489866,0.188937447,0.209460925,2.28,2.602319576,9.145882449,5.91251879
1.8,1.8,1.8,9,8.12,0.0172,0.025,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.303343702,0.161529504,0.385150883,0.745456467,0.859424223,0.901438116,0.168861525,0.18897399,0.194516871,0.125878916,0.162408825,0.175344922,0.151918938,2.39,2.327616444,6.63337447,5.552042037
1.8,1.8,1.8,9,8.12,0.0172,0.05,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.262179766,0.142828352,0.409580018,0.608311614,0.929723897,0.884968208,0.202927536,0.172534079,0.171197923,0.123443177,0.160409057,0.151504719,0.157331393,2.64,2.403506668,6.869703416,6.333879092
1.8,1.8,1.8,9,8.12,0.0172,0.1,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.263180807,0.148720986,0.445774146,0.650730687,0.888549583,0.976845401,0.195513623,0.176560061,0.176600206,0.127226714,0.156882368,0.172511099,0.158550245,2.6,2.449993567,6.922923233,6.358790874
1.8,1.8,1.8,9,8.12,0.0172,1.3,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.283556484,0.193506994,0.613933309,0.691656682,0.958669806,0.997903956,0.194120829,0.195263882,0.174078114,0.134264968,0.187193587,0.173713238,0.155076297,2.237937539,2.346984544,6.771237117,5.245350896
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.025,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.431067206,0.268894596,0.486314303,1.108191324,1.009845415,1.032558049,0.161357163,0.166763507,0.161995353,0.178814608,0.168405363,0.167269606,0.152901778,3.95,1.928508271,6.676289108,7.602420405
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.1,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.329188074,0.199604566,0.485448606,0.83801952,0.911330836,1.007156686,0.180597903,0.179957124,0.171026384,0.151344568,0.164000477,0.172250366,0.158796683,3.548189902,2.1821793,6.933683695,7.732425839
1.8,1.8,1.8,9,8.12,0.0172,0.746,1.3,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.269822089,0.186613721,0.658170076,0.612984163,1.04074183,1.057661768,0.198524222,0.179897609,0.177511626,0.121692204,0.187226967,0.18774726,0.154655591,2,2.408142474,6.752867417,4.805539688
1.8,1.8,1.8,9,8.12,0.0172,0.746,2.4,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.271240595,0.196678591,0.692539839,0.618653771,1.041717625,1.056813714,0.205317443,0.174285266,0.171336547,0.12702041,0.181556033,0.181070812,0.153657127,1.86,2.421636289,6.709270586,4.493886117
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,300,1175,518.8020354,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.354546468,0.238811885,0.537982037,0.838543959,0.949772314,1.056092017,0.195125886,0.186795986,0.177839847,0.163621633,0.177413656,0.187815243,0.162847888,5.3,2.068577244,7.110575138,10.94750259
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,300,737.5,170.9053368,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.321314588,0.210968994,0.549380712,0.825710397,0.933867888,1.049281766,0.190922421,0.185356139,0.171646578,0.157646628,0.173098146,0.180105625,0.162040624,3.9,2.216319045,7.075326836,8.629344479
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,737.5,1175,88.49568086,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.327250997,0.221455408,0.572906515,0.78733176,1.065324517,0.96202795,0.200378144,0.170956018,0.183713401,0.157764077,0.182123637,0.176737427,0.164634826,6.08,2.134265864,7.188599826,12.9606608
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,1175,737.5,88.49568086,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.300782821,0.205606432,0.638355438,0.720926259,1.069901031,1.066739565,0.203045305,0.167465803,0.18458936,0.146380692,0.179171836,0.196908774,0.164715212,5,2.250636207,7.192109807,11.23864856
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,737.5,300,170.9053368,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.278948725,0.181161204,0.613135071,0.697039859,1.027050453,1.061273283,0.198032591,0.176928778,0.173235919,0.13803661,0.181714781,0.183850652,0.162092644,2.92,2.42829761,7.077598232,7.078438954
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,300,300,0,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.274069162,0.181814695,0.606422452,0.634693816,1.007028712,1.064256417,0.202963851,0.176485704,0.182492145,0.128819901,0.177726171,0.194218437,0.16030425,2.55,2.379444579,6.999509947,6.055328702
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,1175,1175,0,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.331714141,0.221785698,0.604610356,0.879755672,1.0378072,1.104352563,0.186929119,0.179386067,0.165297845,0.164451953,0.186168152,0.182547098,0.16552753,6.73,2.138861553,7.227578777,14.37869982
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,1175,300,518.8020354,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.285725027,0.197357277,0.681497835,0.665335163,0.961482957,1.11809967,0.207662945,0.192945127,0.172096108,0.13816546,0.185513451,0.192420602,0.162988459,3.23,2.393971475,7.116712988,7.71982401
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,750,15,1248.742953,0.32,178.5,1.00E-04,,0.12480761,0.093207932,0.924661144,1.079401425,0.917745615,0.871222794,0.141700326,0.186871899,0.177103575,0.152951534,0.171500865,0.154296671,0.013486963,0.002844389,0.401851553,0.588893522,0.001143022
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,1500,3,4040.358096,0.32,178.5,1.00E-04,,0.279098076,0.146852558,0.355349645,0.562585616,0.825686773,0.881873279,0.253651136,0.283320335,0.280501466,0.142700481,0.233933853,0.247366747,0.103863711,0.62,1.996488392,4.535095477,1.234056638
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,2000,2,5994,0.32,178.5,1.00E-04,,0.26189938,0.139074542,0.397577087,0.568947175,0.891898936,0.91539364,0.237863688,0.243243555,0.234665497,0.135331873,0.216948668,0.214811303,0.138000232,1.08,2.338006165,6.062429882,2.51729198
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,4000,15,9667.485398,0.32,178.5,1.00E-04,,0.32536204,0.277332171,0.807187077,0.761680854,1.135627018,1.083348557,0.197870594,0.17534573,0.186076654,0.150714243,0.199127349,0.201585875,0.188759832,3.96,2.578634451,8.241991856,10.1948854
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.29,178.5,1.00E-04,,0.275369876,0.180805663,0.603964257,0.674775885,1.030422924,0.987205464,0.21387338,0.187288155,0.216345939,0.144316599,0.192986008,0.213577893,0.161953545,2.3,2.364580411,7.071524608,5.425766262
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,1.00E-04,,0.276773159,0.183039643,0.598838344,0.677010966,1.023170309,0.972083749,0.213683355,0.192106316,0.199511901,0.144665975,0.196557478,0.193942277,0.162593549,2.29,2.367858151,7.099469676,5.409515842
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.49,178.5,1.00E-04,,0.280700902,0.185645724,0.607393167,0.675203801,1.035972424,0.984079001,0.206986927,0.187153663,0.219951689,0.13975836,0.193886034,0.216449839,0.165937958,2.24,2.382240538,7.245499642,5.322746382
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,0.1,1.00E-04,,0.392395438,0.342413562,0.822663704,0.895566162,1.11980768,1.129563903,0.351668933,0.319725938,0.305419025,0.314942796,0.358031561,0.344990306,0.193505356,4.19,2.508635234,8.449199989,10.49294262
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,1,1.00E-04,,0.390869933,0.342105263,0.821423128,0.894682301,1.035216024,1.12975681,0.350331735,0.317000088,0.305174768,0.313435603,0.328163571,0.344773272,0.193328375,4.18,2.506645595,8.441472295,10.45956856
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,10,1.00E-04,,0.383069202,0.330226712,0.804003443,0.942279089,1.139783262,0.990882376,0.315067607,0.301075429,0.315905517,0.296881618,0.343160735,0.313025209,0.191559629,4.04,2.507654751,8.364241951,10.11311153
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,100,1.00E-04,,0.309797474,0.23621241,0.723462897,0.75951305,0.982361102,1.103379199,0.250386483,0.226281904,0.2070934,0.190171801,0.22229054,0.22850255,0.173982571,2.94,2.464459375,7.596758917,7.231101678
